,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypesOfSteel_A300,TypesOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scratch,Stains,Dirtiness,Bumps,Other_Faults_(Class)
1175,1128,1141,643180.0,643193.0,124.0,17.0,13.0,13135.0,81,127,1686,1,0,70,0.6465,0.2663,1.0,0.0077,0.7647,1.0,0.5,2.0934,1.1139,1.1139,0.0,-0.1724,0.2914,0,0,0,0,0,1,1
1176,1077,1090,699354.0,699365.0,114.0,15.0,11.0,11778.0,71,132,1690,1,0,70,0.7101,0.2028,0.8461,0.0077,0.8667,1.0,0.0,2.0569,1.1139,1.0414,-0.1539,-0.1928,0.257,0,0,0,0,0,1,1
1177,1034,1047,778450.0,778465.0,132.0,16.0,15.0,13800.0,68,140,1688,1,0,70,0.7595,0.3231,0.8667,0.0077,0.8125,1.0,1.0,2.1206,1.1139,1.1761,0.1333,-0.1832,0.3285,0,0,0,0,0,1,1
1179,1598,1610,1569522.0,1569536.0,125.0,14.0,14.0,12047.0,73,125,1688,1,0,70,0.0924,0.256,0.8571,0.0071,0.8571,1.0,1.0,2.0969,1.0792,1.1461,0.1429,-0.2471,0.2901,0,0,0,0,0,1,1
1181,1457,1466,1928741.0,1928773.0,192.0,24.0,32.0,19002.0,82,125,1688,1,0,70,0.263,0.3333,0.2813,0.0053,0.375,1.0,1.0,2.2833,0.9542,1.5051,0.7188,-0.2268,0.4763,0,0,0,0,0,1,1
1182,1065,1078,1955642.0,1955655.0,121.0,18.0,14.0,12705.0,65,150,1688,1,0,70,0.7228,0.284,1.0,0.0077,0.7222,0.9286,0.5,2.0828,1.1139,1.1139,0.0,-0.1797,0.2914,0,0,0,0,0,1,1
1183,1619,1637,2051872.0,2051892.0,248.0,18.0,20.0,22134.0,53,124,1692,1,0,70,0.065,0.3111,0.9,0.0106,1.0,1.0,1.0,2.3944,1.2553,1.301,0.1,-0.3027,0.5951,0,0,0,0,0,1,1
1184,1449,1461,2083961.0,2083975.0,108.0,17.0,14.0,10704.0,69,127,1690,1,0,70,0.271,0.3571,0.8571,0.0071,0.7059,1.0,1.0,2.0334,1.0792,1.1461,0.1429,-0.2257,0.2901,0,0,0,0,0,1,1
1185,1630,1644,2115318.0,2115330.0,115.0,17.0,12.0,10115.0,67,116,1690,1,0,70,0.0544,0.3155,0.8571,0.0083,0.8235,1.0,0.0,2.0607,1.1461,1.0792,-0.1429,-0.3128,0.2901,0,0,0,0,0,1,1
1188,909,918,340224.0,340244.0,121.0,12.0,20.0,14047.0,97,134,1356,0,1,40,0.646,0.3278,0.45,0.0066,0.75,1.0,1.0,2.0828,0.9542,1.301,0.55,-0.093,0.3068,0,0,0,0,0,1,1
1189,896,904,726664.0,726679.0,75.0,16.0,15.0,9062.0,104,132,1356,0,1,40,0.6667,0.375,0.5333,0.0059,0.5,1.0,1.0,1.8751,0.9031,1.1761,0.4667,-0.056,0.2288,0,0,0,0,0,1,1
1190,896,904,801872.0,801889.0,65.0,12.0,17.0,7974.0,113,135,1354,0,1,40,0.6647,0.5221,0.4706,0.0059,0.6667,1.0,1.0,1.8129,0.9031,1.2305,0.5294,-0.0416,0.2482,0,0,0,0,0,1,1
1191,581,594,55732.0,55743.0,108.0,14.0,11.0,11169.0,77,127,1322,0,1,40,0.879,0.2448,0.8461,0.0098,0.9286,1.0,0.0,2.0334,1.1139,1.0414,-0.1539,-0.1921,0.257,0,0,0,0,0,1,1
1192,1245,1254,964339.0,964360.0,133.0,16.0,21.0,14874.0,105,125,1322,0,1,40,0.1029,0.2963,0.4286,0.0068,0.5625,1.0,1.0,2.1239,0.9542,1.3222,0.5714,-0.1263,0.3197,0,0,0,0,0,1,1
1193,1160,1168,1225386.0,1225405.0,63.0,21.0,19.0,7273.0,107,126,1320,0,1,40,0.2303,0.5855,0.4211,0.0061,0.381,1.0,1.0,1.7993,0.9031,1.2787,0.5789,-0.0981,0.2686,0,0,0,0,0,1,1
1194,778,786,1281918.0,1281928.0,50.0,10.0,10.0,5867.0,105,132,1324,0,1,40,0.8127,0.375,0.8,0.006,0.8,1.0,1.0,1.699,0.9031,1.0,0.2,-0.0833,0.1852,0,0,0,0,0,1,1
1195,1157,1164,1331507.0,1331522.0,62.0,13.0,15.0,7312.0,109,127,1322,0,1,40,0.239,0.4095,0.4667,0.0053,0.5385,1.0,1.0,1.7924,0.8451,1.1761,0.5333,-0.0786,0.2116,0,0,0,0,0,1,1
1196,476,493,185445.0,185462.0,204.0,27.0,21.0,21661.0,98,116,1696,0,1,60,0.5613,0.2941,1.0,0.01,0.6296,0.8095,0.5,2.3096,1.2305,1.2305,0.0,-0.1705,0.4779,0,0,0,0,0,1,1
1198,1268,1285,571986.0,572004.0,196.0,23.0,18.0,18986.0,82,118,1368,1,0,80,0.1213,0.3595,0.9444,0.0124,0.7391,1.0,1.0,2.2923,1.2305,1.2553,0.0556,-0.2432,0.5063,0,0,0,0,0,1,1
1204,1038,1051,2506147.0,2506159.0,101.0,16.0,12.0,10318.0,74,124,1364,1,0,80,0.4589,0.3526,0.9231,0.0095,0.8125,1.0,0.0,2.0043,1.1139,1.0792,-0.0769,-0.2019,0.2739,0,0,0,0,0,1,1
1207,1068,1085,2783339.0,2783352.0,105.0,24.0,15.0,10605.0,90,124,1364,1,0,80,0.4091,0.5249,0.7647,0.0125,0.7083,0.8667,0.0,2.0212,1.2305,1.1139,-0.2353,-0.2109,0.3678,0,0,0,0,0,1,1
1208,1069,1090,2993390.0,2993405.0,113.0,40.0,21.0,10613.0,82,116,1364,1,0,80,0.4018,0.6413,0.7143,0.0154,0.525,0.7143,0.0,2.0531,1.3222,1.1761,-0.2857,-0.2663,0.5212,0,0,0,0,0,1,1
1209,1065,1083,3029617.0,3029632.0,155.0,27.0,17.0,14896.0,83,126,1364,1,0,80,0.412,0.4259,0.8333,0.0132,0.6667,0.8824,0.0,2.1903,1.2553,1.1761,-0.1667,-0.2492,0.4465,0,0,0,0,0,1,1
1210,1177,1195,3120281.0,3120291.0,107.0,27.0,11.0,10136.0,81,126,1364,1,0,80,0.2478,0.4056,0.5556,0.0132,0.6667,0.9091,0.0,2.0294,1.2553,1.0,-0.4444,-0.2599,0.3068,0,0,0,0,0,1,1
1211,1219,1234,3134228.0,3134249.0,118.0,32.0,21.0,12348.0,78,132,1364,1,0,80,0.1906,0.6254,0.7143,0.011,0.4688,1.0,1.0,2.0719,1.1761,1.3222,0.2857,-0.1825,0.5212,0,0,0,0,0,1,1
1212,1065,1084,3160062.0,3160080.0,147.0,26.0,24.0,14121.0,85,124,1364,1,0,80,0.4106,0.5702,0.9474,0.0139,0.7308,0.75,0.0,2.1673,1.2787,1.2553,-0.0526,-0.2495,0.5659,0,0,0,0,0,1,1
1214,1065,1080,3232524.0,3232534.0,105.0,21.0,12.0,10284.0,85,111,1362,1,0,80,0.4141,0.3,0.6667,0.011,0.7143,0.8333,0.0,2.0212,1.1761,1.0,-0.3333,-0.2348,0.266,0,0,0,0,0,1,1
1215,1063,1083,3257887.0,3257901.0,102.0,27.0,15.0,9714.0,84,116,1362,1,0,80,0.4097,0.6357,0.7,0.0147,0.7407,0.9333,0.0,2.0086,1.301,1.1461,-0.3,-0.256,0.463,0,0,0,0,0,1,1
1218,1060,1080,3402848.0,3402864.0,125.0,29.0,20.0,11804.0,81,108,1364,1,0,80,0.4164,0.6094,0.8,0.0147,0.6897,0.8,0.0,2.0969,1.301,1.2041,-0.2,-0.2623,0.5296,0,0,0,0,0,1,1
1219,1061,1082,3420976.0,3420988.0,118.0,28.0,16.0,11084.0,82,111,1366,1,0,80,0.4158,0.5318,0.5714,0.0154,0.75,0.75,0.0,2.0719,1.3222,1.0792,-0.4286,-0.2661,0.417,0,0,0,0,0,1,1
1223,1059,1080,3787187.0,3787204.0,129.0,40.0,24.0,12571.0,84,124,1364,1,0,80,0.4164,0.6387,0.8095,0.0154,0.525,0.7083,0.0,2.1106,1.3222,1.2305,-0.1905,-0.2387,0.5903,0,0,0,0,0,1,1
1224,1087,1103,3814057.0,3814076.0,194.0,28.0,23.0,22254.0,101,132,1364,1,0,80,0.3827,0.3618,0.8421,0.0117,0.5714,0.8261,1.0,2.2878,1.2041,1.2787,0.1579,-0.1038,0.5029,0,0,0,0,0,1,1
1226,1041,1059,3981657.0,3981677.0,114.0,31.0,24.0,13292.0,104,132,1364,1,0,80,0.4472,0.6833,0.9,0.0132,0.5806,0.8333,1.0,2.0569,1.2553,1.301,0.1,-0.0891,0.5951,0,0,0,0,0,1,1
1227,1078,1098,3996148.0,3996170.0,152.0,37.0,35.0,17532.0,100,132,1364,1,0,80,0.39,0.6546,0.9091,0.0147,0.5405,0.6286,1.0,2.1818,1.301,1.3424,0.0909,-0.0989,0.7147,0,0,0,0,0,1,1
1228,1043,1061,4019353.0,4019368.0,117.0,23.0,17.0,11880.0,89,118,1362,1,0,80,0.442,0.5667,0.8333,0.0132,0.7826,0.8824,0.0,2.0682,1.2553,1.1761,-0.1667,-0.2067,0.4465,0,0,0,0,0,1,1
1238,981,992,467888.0,467902.0,102.0,16.0,14.0,12417.0,115,132,1356,0,1,40,0.5369,0.3377,0.7857,0.0081,0.6875,1.0,1.0,2.0086,1.0414,1.1461,0.2143,-0.0489,0.2712,0,0,0,0,0,1,1
1253,6,15,966898.0,966930.0,176.0,25.0,32.0,21321.0,104,141,1358,1,0,70,0.0088,0.3889,0.2813,0.0066,0.36,1.0,1.0,2.2455,0.9542,1.5051,0.7188,-0.0536,0.4763,0,0,0,0,0,1,1
1254,14,24,1346926.0,1346954.0,142.0,23.0,28.0,18238.0,100,151,1358,1,0,70,0.0206,0.4929,0.3571,0.0074,0.4348,1.0,1.0,2.1523,1.0,1.4472,0.6429,0.0034,0.463,0,0,0,0,0,1,1
1255,1122,1134,313348.0,313360.0,119.0,16.0,12.0,10350.0,56,111,1362,1,0,80,0.3348,0.1736,1.0,0.0088,0.75,1.0,0.5,2.0756,1.0792,1.0792,0.0,-0.3205,0.2583,0,0,0,0,0,1,1
1256,1321,1332,1554743.0,1554761.0,123.0,20.0,19.0,11278.0,79,108,1362,1,0,80,0.0441,0.3788,0.6111,0.0081,0.55,0.9474,1.0,2.0899,1.0414,1.2553,0.3889,-0.2837,0.3329,0,0,0,0,0,1,1
1257,1161,1170,2520749.0,2520772.0,162.0,14.0,23.0,14626.0,73,124,1360,1,0,80,0.2794,0.2174,0.3913,0.0066,0.6429,1.0,1.0,2.2095,0.9542,1.3617,0.6087,-0.2947,0.3464,0,0,0,0,0,1,1
1259,154,166,3755477.0,3755492.0,122.0,13.0,15.0,10893.0,65,111,1364,1,0,200,0.2258,0.3222,0.8,0.0088,0.9231,1.0,1.0,2.0864,1.0792,1.1761,0.2,-0.3025,0.3068,0,0,0,0,0,1,1
1260,133,149,3778014.0,3778041.0,231.0,25.0,27.0,21300.0,67,124,1364,1,0,200,0.195,0.4653,0.5926,0.0117,0.64,1.0,1.0,2.3636,1.2041,1.4314,0.4074,-0.2796,0.7037,0,0,0,0,0,1,1
1262,68,80,3859251.0,3859266.0,143.0,15.0,15.0,12193.0,56,126,1364,1,0,200,0.0997,0.2056,0.8,0.0088,0.8,1.0,1.0,2.1553,1.0792,1.1761,0.2,-0.3339,0.3068,0,0,0,0,0,1,1
1264,1111,1121,4032298.0,4032320.0,110.0,20.0,22.0,12351.0,100,127,1354,1,0,200,0.3442,0.5,0.4545,0.0074,0.5,1.0,1.0,2.0414,1.0,1.3424,0.5454,-0.1228,0.3663,0,0,0,0,0,1,1
1265,995,1006,4085316.0,4085344.0,140.0,25.0,28.0,16076.0,103,132,1356,1,0,200,0.5162,0.5454,0.3929,0.0081,0.44,1.0,1.0,2.1461,1.0414,1.4472,0.6071,-0.1029,0.5096,0,0,0,0,0,1,1
1268,1108,1120,2497122.0,2497138.0,137.0,13.0,16.0,15672.0,85,133,1373,0,1,40,0.3685,0.2865,0.75,0.0087,0.9231,1.0,1.0,2.1367,1.0792,1.2041,0.25,-0.1063,0.3241,0,0,0,0,0,0,2
1275,317,322,166852.0,166856.0,15.0,5.0,4.0,1826.0,110,135,1694,1,0,143,0.3743,0.25,0.8,0.003,1.0,1.0,0.0,1.1761,0.699,0.6021,-0.2,-0.049,0.1322,0,0,0,0,0,0,2
1278,1611,1619,1671950.0,1671963.0,69.0,10.0,14.0,5361.0,63,93,1656,1,0,80,0.0447,0.3365,0.6154,0.0048,0.8,0.9286,1.0,1.8389,0.9031,1.1139,0.3846,-0.393,0.2105,0,0,0,0,0,0,2
1279,1616,1625,1725137.0,1725163.0,138.0,23.0,26.0,8720.0,48,84,1656,1,0,80,0.0374,0.4103,0.3462,0.0054,0.3913,1.0,1.0,2.1399,0.9542,1.415,0.6539,-0.5063,0.3882,0,0,0,0,0,0,2
1280,1613,1622,1752541.0,1752560.0,116.0,17.0,19.0,9105.0,65,94,1658,1,0,80,0.0434,0.3216,0.4737,0.0054,0.5294,1.0,1.0,2.0645,0.9542,1.2787,0.5263,-0.3868,0.2942,0,0,0,0,0,0,2
1282,1576,1587,2063540.0,2063558.0,116.0,17.0,18.0,9110.0,64,94,1658,1,0,80,0.0856,0.4141,0.6111,0.0066,0.6471,1.0,1.0,2.0645,1.0414,1.2553,0.3889,-0.3864,0.3329,0,0,0,0,0,0,2
1283,662,670,266284.0,266316.0,152.0,25.0,32.0,17101.0,101,125,1630,0,1,120,0.8123,0.4063,0.25,0.0049,0.32,1.0,1.0,2.1818,0.9031,1.5051,0.75,-0.121,0.4235,0,0,0,0,0,0,2
1284,556,564,1146657.0,1146672.0,108.0,12.0,15.0,11491.0,87,126,1626,0,1,120,0.6839,0.1,0.5333,0.0049,0.6667,1.0,1.0,2.0334,0.9031,1.1761,0.4667,-0.1688,0.2288,0,0,0,0,0,0,2
1286,550,558,1154994.0,1155025.0,190.0,22.0,31.0,21326.0,95,133,1362,0,1,175,0.8076,0.2339,0.2581,0.0059,0.3636,1.0,1.0,2.2787,0.9031,1.4914,0.7419,-0.1231,0.4106,0,0,0,0,0,0,2
1287,775,783,1370789.0,1370812.0,111.0,16.0,23.0,13374.0,110,134,1358,0,1,40,0.8468,0.3967,0.3478,0.0059,0.5,1.0,1.0,2.0453,0.9031,1.3617,0.6522,-0.0587,0.3125,0,0,0,0,0,0,2
1288,100,116,1002562.0,1002587.0,211.0,26.0,28.0,23894.0,102,134,1374,0,1,40,0.1456,0.4725,0.64,0.0116,0.6154,0.8929,1.0,2.3243,1.2041,1.3979,0.36,-0.1153,0.6574,0,0,0,0,0,0,2
1292,2,11,130760.0,130780.0,110.0,12.0,20.0,10340.0,71,116,1687,0,1,200,0.0024,0.3889,0.45,0.0053,0.75,1.0,1.0,2.0414,0.9542,1.301,0.55,-0.2656,0.3068,0,0,0,0,0,0,2
1293,9,18,143523.0,143544.0,125.0,14.0,21.0,13987.0,97,141,1687,0,1,200,0.0107,0.3386,0.4286,0.0053,0.6429,1.0,1.0,2.0969,0.9542,1.3222,0.5714,-0.1258,0.3197,0,0,0,0,0,0,2
1294,14,24,149048.0,149070.0,150.0,12.0,22.0,17566.0,99,140,1687,0,1,200,0.0166,0.3182,0.4545,0.0059,0.8333,1.0,1.0,2.1761,1.0,1.3424,0.5454,-0.0851,0.3663,0,0,0,0,0,0,2
1295,6,17,363701.0,363718.0,140.0,11.0,17.0,14533.0,76,125,1687,0,1,200,0.0071,0.2513,0.6471,0.0065,1.0,1.0,1.0,2.1461,1.0414,1.2305,0.3529,-0.189,0.3168,0,0,0,0,0,0,2
1296,7,19,375592.0,375611.0,199.0,12.0,19.0,20323.0,74,127,1687,0,1,200,0.0083,0.1272,0.6316,0.0071,1.0,1.0,1.0,2.2989,1.0792,1.2787,0.3684,-0.2021,0.3787,0,0,0,0,0,0,2
1297,9,18,379740.0,379759.0,110.0,11.0,19.0,12881.0,99,133,1687,0,1,200,0.0107,0.3567,0.4737,0.0053,0.8182,1.0,1.0,2.0414,0.9542,1.2787,0.5263,-0.0852,0.2942,0,0,0,0,0,0,2
1298,6,14,393457.0,393488.0,196.0,11.0,31.0,22532.0,97,134,1687,0,1,200,0.0071,0.2097,0.2581,0.0047,0.7273,1.0,1.0,2.2923,0.9031,1.4914,0.7419,-0.1019,0.4106,0,0,0,0,0,0,2
1299,6,17,402394.0,402418.0,145.0,13.0,24.0,17419.0,111,135,1687,0,1,200,0.0071,0.4508,0.4583,0.0065,0.8461,1.0,1.0,2.1614,1.0414,1.3802,0.5417,-0.0615,0.4366,0,0,0,0,0,0,2
1300,4,13,409986.0,410023.0,213.0,17.0,37.0,24476.0,96,134,1687,0,1,200,0.0047,0.3604,0.2432,0.0053,0.5294,1.0,1.0,2.3284,0.9542,1.5682,0.7568,-0.1023,0.5511,0,0,0,0,0,0,2
1301,2,10,421204.0,421233.0,161.0,13.0,29.0,18711.0,103,133,1687,0,1,200,0.0024,0.306,0.2759,0.0047,0.6154,1.0,1.0,2.2068,0.9031,1.4624,0.7241,-0.0921,0.385,0,0,0,0,0,0,2
1303,0,11,444148.0,444169.0,161.0,12.0,21.0,18047.0,96,133,1687,0,1,200,0.0,0.303,0.5238,0.0065,0.9167,1.0,1.0,2.2068,1.0414,1.3222,0.4762,-0.1243,0.3834,0,0,0,0,0,0,2
1304,2,8,448681.0,448720.0,137.0,18.0,39.0,18013.0,121,143,1687,0,1,200,0.0024,0.4145,0.1539,0.0036,0.3333,1.0,1.0,2.1367,0.7782,1.5911,0.8461,0.0272,0.3882,0,0,0,0,0,0,2
1305,4,12,455227.0,455253.0,125.0,15.0,26.0,14353.0,102,126,1687,0,1,200,0.0047,0.399,0.3077,0.0047,0.5333,1.0,1.0,2.0969,0.9031,1.415,0.6923,-0.1029,0.3479,0,0,0,0,0,0,2
1306,0,8,464503.0,464538.0,189.0,18.0,35.0,21380.0,99,127,1687,0,1,200,0.0,0.325,0.2286,0.0047,0.4444,1.0,1.0,2.2765,0.9031,1.5441,0.7714,-0.1162,0.463,0,0,0,0,0,0,2
1307,28,36,3213793.0,3213815.0,124.0,16.0,22.0,14618.0,97,141,1658,1,0,100,0.0338,0.2955,0.3636,0.0048,0.5,1.0,1.0,2.0934,0.9031,1.3424,0.6364,-0.079,0.3012,0,0,0,0,0,0,2
1308,25,33,3277804.0,3277821.0,91.0,15.0,17.0,10957.0,105,141,1658,1,0,100,0.0302,0.3309,0.4706,0.0048,0.5333,1.0,1.0,1.959,0.9031,1.2305,0.5294,-0.0593,0.2482,0,0,0,0,0,0,2
1309,1343,1351,46714.0,46725.0,56.0,11.0,11.0,5729.0,90,117,1362,1,0,70,0.0161,0.3636,0.7273,0.0059,0.7273,1.0,1.0,1.7482,0.9031,1.0414,0.2727,-0.2007,0.1934,0,0,0,0,0,0,2
1310,0,4,224005.0,224035.0,83.0,18.0,31.0,7446.0,71,108,1360,1,0,70,0.0,0.3083,0.1333,0.0029,0.2222,0.9677,1.0,1.9191,0.6021,1.4771,0.8667,-0.2991,0.2288,0,0,0,0,0,0,2
1311,2,10,1798872.0,1798895.0,131.0,16.0,23.0,12909.0,81,117,1698,0,1,90,0.0024,0.288,0.3478,0.0047,0.5,1.0,1.0,2.1173,0.9031,1.3617,0.6522,-0.2301,0.3125,0,0,0,0,0,0,2
1314,1206,1214,308931.0,308956.0,134.0,12.0,25.0,14838.0,100,119,1353,0,1,185,0.2055,0.33,0.32,0.0059,0.6667,1.0,1.0,2.1271,0.9031,1.3979,0.68,-0.1349,0.3359,0,0,0,0,0,0,2
1315,71,79,471955.0,472005.0,230.0,22.0,50.0,23697.0,93,118,1353,0,1,185,0.105,0.425,0.16,0.0059,0.3636,1.0,1.0,2.3617,0.9031,1.699,0.84,-0.1951,0.6574,0,0,0,0,0,0,2
1316,1144,1158,113260.0,113277.0,120.0,26.0,17.0,15146.0,117,140,1372,0,1,40,0.3119,0.4958,0.8235,0.0102,0.5385,1.0,1.0,2.0792,1.1461,1.2305,0.1765,-0.0139,0.3945,0,0,0,0,0,0,2
1317,804,817,151240.0,151265.0,133.0,32.0,25.0,16759.0,114,134,1372,0,1,40,0.809,0.5908,0.52,0.0095,0.4063,1.0,1.0,2.1239,1.1139,1.3979,0.48,-0.0156,0.5378,0,0,0,0,0,0,2
1318,845,857,189673.0,189695.0,103.0,25.0,26.0,13299.0,122,142,1372,0,1,40,0.7507,0.6098,0.5454,0.0088,0.48,0.8461,1.0,2.0128,1.0792,1.3424,0.4545,0.0087,0.4366,0,0,0,0,0,0,2
1319,798,808,225718.0,225742.0,170.0,23.0,24.0,21545.0,118,141,1370,0,1,40,0.8204,0.2917,0.4167,0.0073,0.4348,1.0,1.0,2.2304,1.0,1.3802,0.5833,-0.0099,0.3977,0,0,0,0,0,0,2
1320,1090,1103,255155.0,255186.0,168.0,37.0,33.0,21640.0,119,143,1374,0,1,40,0.3945,0.5831,0.4193,0.0095,0.3514,0.9394,1.0,2.2253,1.1139,1.4914,0.5806,0.0063,0.6619,0,0,0,0,0,0,2
1322,963,974,657468.0,657502.0,201.0,38.0,35.0,26197.0,123,141,1372,0,1,40,0.5802,0.4626,0.3235,0.008,0.2895,0.9714,1.0,2.3032,1.0414,1.5315,0.6765,0.0182,0.6173,0,0,0,0,0,0,2
1323,387,396,695980.0,696006.0,169.0,25.0,26.0,17587.0,96,118,1372,0,1,40,0.5641,0.2778,0.3462,0.0066,0.36,1.0,1.0,2.2279,0.9542,1.415,0.6539,-0.187,0.3882,0,0,0,0,0,0,2
1324,973,989,707576.0,707600.0,150.0,47.0,28.0,19311.0,120,141,1374,0,1,40,0.5604,0.6094,0.6667,0.0116,0.3404,0.8571,1.0,2.1761,1.2041,1.3802,0.3333,0.0058,0.633,0,0,0,0,0,0,2
1325,1020,1034,720705.0,720720.0,103.0,24.0,17.0,13577.0,125,142,1372,0,1,40,0.4927,0.5095,0.9333,0.0102,0.5833,0.8824,1.0,2.0128,1.1461,1.1761,0.0667,0.0298,0.3509,0,0,0,0,0,0,2
1326,317,335,732308.0,732327.0,146.0,36.0,29.0,18123.0,114,133,1372,0,1,40,0.4621,0.5731,0.9474,0.0131,0.5,0.6552,1.0,2.1644,1.2553,1.2787,0.0526,-0.0302,0.5659,0,0,0,0,0,0,2
1328,401,415,762911.0,762937.0,198.0,42.0,34.0,24783.0,118,134,1372,0,1,40,0.5846,0.456,0.5385,0.0102,0.3333,0.7647,1.0,2.2967,1.1461,1.415,0.4615,-0.0221,0.6015,0,0,0,0,0,0,2
1329,1082,1095,825488.0,825519.0,192.0,34.0,32.0,24530.0,120,140,1374,0,1,40,0.4061,0.5236,0.4193,0.0095,0.3823,0.9688,1.0,2.2833,1.1139,1.4914,0.5806,-0.0019,0.6619,0,0,0,0,0,0,2
1330,1050,1071,856766.0,856784.0,180.0,33.0,23.0,22591.0,119,135,1376,0,1,40,0.4433,0.5238,0.8571,0.0153,0.6364,0.7826,0.0,2.2553,1.3222,1.2553,-0.1429,-0.0195,0.6236,0,0,0,0,0,0,2
1331,979,989,891060.0,891079.0,107.0,18.0,19.0,12543.0,110,132,1372,0,1,40,0.5583,0.4368,0.5263,0.0073,0.5556,1.0,1.0,2.0294,1.0,1.2787,0.4737,-0.0842,0.3212,0,0,0,0,0,0,2
1332,346,357,900068.0,900098.0,182.0,29.0,30.0,22232.0,115,133,1370,0,1,40,0.5051,0.4485,0.3667,0.008,0.3793,1.0,1.0,2.2601,1.0414,1.4771,0.6333,-0.0457,0.5461,0,0,0,0,0,0,2
1334,357,373,929482.0,929513.0,213.0,42.0,39.0,20512.0,80,118,1374,0,1,40,0.5196,0.5706,0.5161,0.0116,0.381,0.7949,1.0,2.3284,1.2041,1.4914,0.4839,-0.2476,0.7844,0,0,0,0,0,0,2
1337,357,378,1090984.0,1091013.0,229.0,53.0,37.0,27597.0,111,134,1372,0,1,40,0.5204,0.624,0.7241,0.0153,0.3962,0.7838,1.0,2.3598,1.3222,1.4624,0.2759,-0.0585,0.8854,0,0,0,0,0,0,2
1340,277,292,1151809.0,1151838.0,217.0,32.0,32.0,25231.0,107,126,1376,0,1,40,0.4026,0.5012,0.5172,0.0109,0.4688,0.9063,1.0,2.3365,1.1761,1.4624,0.4828,-0.0916,0.7079,0,0,0,0,0,0,2
1341,827,834,1930709.0,1930720.0,56.0,11.0,11.0,6337.0,97,132,1356,0,1,40,0.7699,0.2727,0.6364,0.0052,0.6364,1.0,1.0,1.7482,0.8451,1.0414,0.3636,-0.1159,0.1822,0,0,0,0,0,0,2
1342,1057,1069,114430.0,114444.0,114.0,21.0,14.0,12693.0,90,140,1362,0,1,185,0.4302,0.3214,0.8571,0.0088,0.5714,1.0,1.0,2.0569,1.0792,1.1461,0.1429,-0.1301,0.2901,0,0,0,0,0,0,2
1343,1181,1191,210828.0,210843.0,99.0,15.0,15.0,10868.0,92,140,1360,0,1,175,0.2485,0.34,0.6667,0.0074,0.6667,1.0,1.0,1.9956,1.0,1.1761,0.3333,-0.1424,0.266,0,0,0,0,0,0,2
1344,1302,1314,165248.0,165281.0,244.0,24.0,33.0,23009.0,66,124,1358,0,1,175,0.0648,0.3838,0.3636,0.0088,0.5,1.0,1.0,2.3874,1.0792,1.5185,0.6364,-0.2633,0.6514,0,0,0,0,0,0,2
1345,1281,1289,212793.0,212803.0,56.0,9.0,10.0,5712.0,89,117,1366,0,1,100,0.1127,0.3,0.8,0.0059,0.8889,1.0,1.0,1.7482,0.9031,1.0,0.2,-0.2031,0.1852,0,0,0,0,0,0,2
1348,232,241,1384749.0,1384772.0,139.0,19.0,23.0,15080.0,89,126,1696,0,1,60,0.2736,0.3285,0.3913,0.0053,0.4737,1.0,1.0,2.143,0.9542,1.3617,0.6087,-0.1524,0.3464,0,0,0,0,0,0,2
1349,272,284,226474.0,226495.0,187.0,20.0,21.0,13351.0,49,101,1362,1,0,200,0.3994,0.2579,0.5714,0.0088,0.6,1.0,1.0,2.2718,1.0792,1.3222,0.4286,-0.4422,0.417,0,0,0,0,0,0,2
1353,1063,1072,1915213.0,1915220.0,49.0,9.0,7.0,6391.0,118,141,1358,0,1,50,0.4212,0.2222,0.7778,0.0066,1.0,1.0,0.0,1.6902,0.9542,0.8451,-0.2222,0.019,0.1687,0,0,0,0,0,0,2
1357,781,801,1045940.0,1045960.0,178.0,60.0,39.0,22761.0,120,135,1353,0,1,70,0.816,0.555,1.0,0.0148,0.3333,0.5128,0.5,2.2504,1.301,1.301,0.0,-0.001,0.6574,0,0,0,0,0,0,2
1360,505,522,1998060.0,1998064.0,29.0,18.0,6.0,3489.0,116,126,1358,0,1,50,0.7437,0.5735,0.2353,0.0125,0.9444,0.6667,0.0,1.4624,1.2305,0.6021,-0.7647,-0.0601,0.1734,0,0,0,0,0,0,2
1365,1033,1050,181432.0,181441.0,75.0,28.0,15.0,10500.0,134,149,1664,0,1,40,0.738,0.5098,0.5294,0.0102,0.6071,0.6,0.0,1.8751,1.2305,0.9542,-0.4706,0.0938,0.2699,0,0,0,0,0,0,2
1366,647,667,2162587.0,2162594.0,62.0,24.0,15.0,5744.0,82,109,1370,1,0,80,0.9445,0.5571,0.35,0.0146,0.8333,0.4667,0.0,1.7924,1.301,0.8451,-0.65,-0.2762,0.2532,0,0,0,0,0,0,2
